,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,has_availability,availability_30,first_review,review_scores_rating,instant_bookable,calculated_host_listings_count,reviews_per_month
131,340570,2011-01-09,within an hour,1.0,1.0,t,5.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,2.0,2.0,3.0,170.0,31,1125,t,28,2012-06-13,4.47,f,2,0.23
132,1432835,2011-11-22,within an hour,0.99,0.99,f,41.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,8,2.0,4.0,4.0,200.0,3,1124,t,3,2012-07-30,4.51,f,38,2.04
133,2608724,2012-06-11,within an hour,0.99,1.0,t,6.0,t,t,Sant Antoni,Eixample,Entire home/apt,9,2.0,3.0,8.0,298.0,3,90,t,1,2012-09-07,4.95,t,4,3.35
134,1995385,2012-03-23,within an hour,1.0,0.99,t,7.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,2,1.0,1.0,2.0,142.0,2,8,t,8,2012-05-21,4.68,f,3,1.03
135,2337603,2012-05-10,within a few hours,1.0,0.63,t,7.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,4,1.0,2.0,3.0,254.0,5,1125,t,1,2016-01-18,4.84,f,4,0.75
136,1435464,2011-11-23,within an hour,0.96,0.98,f,32.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,6,2.0,3.0,4.0,198.0,1,1125,t,8,2012-08-18,4.67,t,15,0.94
137,2635405,2012-06-14,within an hour,1.0,1.0,t,1.0,t,t,el Baix Guinardo,Horta-Guinardo,Private room,1,1.0,1.0,1.0,30.0,31,120,t,2,2013-07-19,4.79,f,1,0.38
138,1435464,2011-11-23,within an hour,0.96,0.98,f,32.0,t,t,Sarria,Sarria-Sant Gervasi,Entire home/apt,6,2.0,3.0,6.0,322.0,1,1125,t,0,2012-07-05,4.76,t,15,0.56
139,2337603,2012-05-10,within a few hours,1.0,0.63,t,7.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,4,2.0,2.0,3.0,270.0,4,365,t,0,2015-03-07,4.84,f,4,0.67
140,2638282,2012-06-14,within an hour,1.0,1.0,t,1.0,t,t,Sant Antoni,Eixample,Entire home/apt,6,1.0,2.0,4.0,169.0,3,30,t,5,2012-08-11,4.86,f,1,3.59
141,2337603,2012-05-10,within a few hours,1.0,0.63,t,7.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,5,2.0,2.0,3.0,255.0,4,365,t,2,2016-03-31,4.9,f,4,0.66
142,1435464,2011-11-23,within an hour,0.96,0.98,f,32.0,t,t,el Raval,Ciutat Vella,Entire home/apt,5,2.0,3.0,4.0,127.0,1,1125,t,2,2014-03-01,4.62,t,15,0.46
143,177617,2010-07-22,within an hour,1.0,1.0,f,13.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,2.0,149.0,2,364,t,0,2012-06-30,4.57,f,6,2.59
144,1443815,2011-11-26,within a few hours,1.0,1.0,f,6.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,4,1.0,2.0,4.0,144.0,7,90,t,10,2012-04-12,4.4,f,1,0.63
146,2365702,2012-05-14,within an hour,1.0,0.76,t,6.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Private room,1,1.0,1.0,1.0,67.0,5,150,t,9,2012-06-03,4.64,f,2,1.98
147,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,1.0,2.0,5.0,160.0,1,1125,t,30,2018-07-13,3.75,f,159,0.06
149,1475411,2011-12-05,within an hour,1.0,0.95,t,1.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Entire home/apt,4,1.0,1.0,2.0,138.0,7,120,t,2,2012-02-11,4.93,t,1,2.15
150,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,4,1.0,1.0,3.0,160.0,1,1125,t,30,2014-06-05,4.0,f,159,0.02
151,368317,2011-01-30,within a few hours,0.75,0.08,f,8.0,t,t,el Raval,Ciutat Vella,Entire home/apt,4,1.0,4.0,4.0,72.0,28,1125,t,30,2013-08-21,4.0,f,7,0.01
152,2745490,2012-06-26,within an hour,1.0,0.78,t,2.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,1,1.0,1.0,1.0,50.0,32,32,t,12,2013-06-21,4.8,f,2,0.41
153,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,2,1.0,1.0,2.0,250.0,1,1125,t,5,2012-04-18,4.65,f,159,0.14
154,2320210,2012-05-08,within an hour,1.0,0.99,f,96.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,226.0,1,1125,t,11,2016-09-22,4.61,t,45,0.9
155,2747795,2012-06-26,within a few hours,1.0,0.79,f,6.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,5,2.0,3.0,4.0,150.0,4,120,t,1,2013-04-09,4.56,f,1,1.51
156,2143907,2012-04-15,within an hour,1.0,1.0,f,5.0,t,t,Sants,Sants-Montjuic,Private room,2,1.0,1.0,1.0,30.0,31,320,t,2,2012-06-02,4.76,f,3,0.21
157,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,6,1.0,3.0,4.0,240.0,32,1125,t,27,2012-05-03,4.86,f,159,0.05
159,1377744,2011-11-06,within a day,0.93,0.87,f,4.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,1.0,3.0,4.0,129.0,3,210,t,1,2012-04-25,4.54,f,2,2.04
160,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,la Vila Olimpica del Poblenou,Sant Marti,Entire home/apt,5,2.0,2.0,5.0,190.0,32,365,t,30,2012-02-11,4.88,f,159,0.06
161,2143907,2012-04-15,within an hour,1.0,1.0,f,5.0,t,t,Sants - Badal,Sants-Montjuic,Private room,2,1.0,2.0,2.0,30.0,31,320,t,6,2012-06-06,4.84,f,3,0.2
162,2753392,2012-06-26,within an hour,1.0,0.7,f,3.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,130.0,32,1125,t,5,2012-08-06,4.82,f,1,0.33
163,6907539,2013-06-14,within an hour,1.0,0.98,t,26.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,217.0,5,14,t,0,2012-08-20,4.95,f,15,1.88
164,2320210,2012-05-08,within an hour,1.0,0.99,f,96.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,5,1.0,2.0,3.0,192.0,1,1125,t,13,2016-06-23,4.22,t,45,0.76
165,2320210,2012-05-08,within an hour,1.0,0.99,f,96.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,1.5,2.0,4.0,261.0,1,1125,t,14,2014-05-24,4.4,t,45,1.24
166,612665,2011-05-22,within an hour,1.0,1.0,t,8.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,3,1.0,1.0,2.0,170.0,3,150,t,4,2012-01-22,4.68,f,4,1.69
168,368317,2011-01-30,within a few hours,0.75,0.08,f,8.0,t,t,el Raval,Ciutat Vella,Entire home/apt,3,1.0,1.0,3.0,65.0,28,1125,t,6,2014-08-09,2.5,f,7,0.03
169,1994100,2012-03-23,within a day,0.91,0.91,t,3.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,5,1.0,2.0,3.0,124.0,3,90,t,2,2012-03-05,4.88,f,3,0.31
170,2365702,2012-05-14,within an hour,1.0,0.76,t,6.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Private room,1,2.0,1.0,1.0,70.0,5,1125,t,9,2012-06-04,4.59,f,2,1.96
171,2773231,2012-06-28,within an hour,1.0,0.96,f,1.0,t,t,Sant Antoni,Eixample,Entire home/apt,2,1.0,1.0,1.0,99.0,1,1125,t,1,2012-10-09,4.76,f,1,5.31
172,2320210,2012-05-08,within an hour,1.0,0.99,f,96.0,t,t,el Baix Guinardo,Horta-Guinardo,Entire home/apt,4,1.0,1.0,2.0,148.0,1,1125,t,14,2016-06-19,4.19,t,45,0.71
173,2598629,2012-06-10,within an hour,1.0,1.0,t,3.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Private room,2,1.0,1.0,1.0,65.0,31,90,t,27,2013-02-26,4.84,f,3,0.78
175,1432835,2011-11-22,within an hour,0.99,0.99,f,41.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,5,2.0,3.0,4.0,200.0,3,1125,t,1,2012-06-19,4.66,f,38,2.29
176,1642180,2012-01-23,within an hour,1.0,1.0,f,1.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,130.0,4,365,t,3,2012-03-02,4.72,t,1,0.49
177,2795488,2012-07-01,within an hour,1.0,0.79,t,4.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Private room,2,2.0,1.0,1.0,37.0,32,360,t,3,2013-01-03,4.89,f,2,0.87
179,1432835,2011-11-22,within an hour,0.99,0.99,f,41.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,5,2.0,3.0,4.0,200.0,3,1125,t,1,2012-07-04,4.65,f,38,1.74
180,2795488,2012-07-01,within an hour,1.0,0.79,t,4.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Private room,2,2.5,1.0,1.0,70.0,32,100,t,29,2012-09-01,4.75,f,2,0.66
181,1809535,2012-02-25,within an hour,1.0,0.99,t,3.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,1,1.0,1.0,1.0,42.0,31,45,t,3,2014-03-29,4.89,f,2,3.11
182,1310304,2011-10-19,within a day,0.95,0.52,f,144.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,3,1.0,1.0,2.0,33.0,32,330,t,1,2012-07-16,4.25,f,42,0.09
183,2262273,2012-05-01,within a few hours,0.96,0.71,f,107.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,4,2.0,2.0,2.0,70.0,32,160,t,0,2012-08-15,5.0,f,18,0.04
184,2700806,2012-06-21,within an hour,1.0,1.0,f,1.0,t,t,Sants,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,150.0,5,30,t,0,2012-08-16,4.72,f,1,0.35
185,2484443,2012-05-28,within an hour,1.0,1.0,t,2.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,3,2.0,2.0,2.0,210.0,5,30,t,2,2012-07-31,4.92,f,1,1.19
186,1447144,2011-11-27,within an hour,0.84,0.12,f,343.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,6,1.0,3.0,5.0,207.0,1,365,t,30,2014-01-23,4.67,f,159,0.03
187,768692,2011-07-02,within a day,1.0,0.0,f,2.0,t,t,la Vila Olimpica del Poblenou,Sant Marti,Entire home/apt,4,2.0,2.0,2.0,350.0,7,365,t,12,2012-04-23,4.62,f,1,0.12
188,265165,2010-10-18,within an hour,1.0,1.0,t,2.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,2,1.0,1.0,1.0,60.0,32,365,t,0,2013-05-09,4.92,f,1,0.52
189,1687524,2012-02-02,within a few hours,1.0,0.99,t,2.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,3,1.5,1.0,3.0,160.0,6,1125,t,3,2012-04-30,4.87,f,2,1.65
191,2504689,2012-05-30,within an hour,1.0,0.95,t,2.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,2,1.0,2.0,2.0,180.0,5,91,t,3,2012-06-20,4.87,f,2,0.88
192,2517389,2012-06-01,within a few hours,1.0,0.9,t,2.0,t,t,el Congres i els Indians,Sant Andreu,Entire home/apt,4,2.0,3.0,3.0,135.0,7,1125,t,10,2013-06-17,4.59,f,2,0.23
193,2833463,2012-07-04,within an hour,1.0,1.0,t,2.0,t,t,la Sagrada Familia,Eixample,Private room,1,1.5,1.0,1.0,35.0,30,365,t,0,2016-08-10,4.56,t,1,0.6
194,3310089,2012-08-19,within an hour,0.8,0.7,f,61.0,t,t,el Putxet i el Farro,Sarria-Sant Gervasi,Private room,1,1.0,1.0,1.0,16.0,3,4,t,2,2013-05-17,4.89,t,1,0.08
195,893805,2011-07-30,within a few hours,0.99,0.95,t,23.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,1.0,3.0,4.0,193.0,2,1125,t,8,2012-03-06,4.76,f,13,4.01
196,2320210,2012-05-08,within an hour,1.0,0.99,f,96.0,t,t,la Vila Olimpica del Poblenou,Sant Marti,Entire home/apt,6,2.0,3.0,5.0,350.0,7,300,t,23,2013-05-06,4.45,f,45,0.26
198,1697782,2012-02-04,within an hour,1.0,0.99,t,5.0,t,t,el Fort Pienc,Eixample,Private room,2,1.5,1.0,1.0,60.0,32,60,t,1,2012-06-14,4.79,f,2,1.78
199,66933654,2016-04-12,within an hour,0.77,0.99,f,7.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Entire home/apt,4,1.0,1.0,1.0,156.0,2,60,t,10,2013-03-03,4.65,t,2,0.87
200,2846323,2012-07-06,within an hour,1.0,1.0,t,1.0,t,t,el Fort Pienc,Eixample,Entire home/apt,11,2.0,4.0,6.0,450.0,3,45,t,10,2012-11-24,4.86,t,1,0.85
201,3347847,2012-08-23,within an hour,1.0,1.0,f,1.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,5,1.0,2.0,2.0,120.0,3,1125,t,6,2012-09-28,4.68,f,1,0.95
202,1221038,2011-09-28,within an hour,1.0,0.99,f,9.0,t,t,el Poblenou,Sant Marti,Entire home/apt,5,1.0,2.0,3.0,194.0,1,1125,t,6,2012-07-07,4.14,t,3,0.78
203,2660281,2012-06-17,within an hour,1.0,0.98,t,1.0,t,t,el Putxet i el Farro,Sarria-Sant Gervasi,Entire home/apt,10,2.5,4.0,7.0,255.0,2,1125,t,2,2012-07-17,4.86,f,1,3.44
204,1716315,2012-02-07,within an hour,1.0,1.0,t,15.0,t,t,la Vila Olimpica del Poblenou,Sant Marti,Entire home/apt,4,1.0,1.0,2.0,193.0,1,365,t,16,2014-05-09,4.68,t,12,0.45
205,3348832,2012-08-23,within an hour,1.0,1.0,t,10.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,7,2.0,3.0,4.0,420.0,3,330,t,14,2014-03-03,4.89,t,6,3.11
207,2879377,2012-07-09,within an hour,1.0,0.79,f,1.0,t,t,el Poblenou,Sant Marti,Entire home/apt,7,2.0,3.0,5.0,205.0,3,90,t,4,2012-07-21,4.67,f,1,1.5
208,1743695,2012-02-13,a few days or more,0.0,0.0,f,1.0,t,t,Sants,Sants-Montjuic,Entire home/apt,6,1.0,1.0,6.0,115.0,3,10,t,0,2015-03-06,4.41,f,1,0.98
209,1405013,2011-11-14,within an hour,1.0,1.0,f,12.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,1.0,1.0,2.0,216.0,2,365,t,5,2016-06-05,4.45,t,12,1.12
210,1744516,2012-02-13,within an hour,0.98,0.96,f,50.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,1.0,173.0,3,1125,t,11,2015-06-27,4.47,t,32,0.35
211,3348358,2012-08-23,within an hour,1.0,1.0,f,1.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,2,1.0,2.0,2.0,38.0,32,1125,t,28,2012-10-24,4.76,f,1,3.41
212,2895402,2012-07-10,within an hour,1.0,0.63,f,2.0,t,t,el Poblenou,Sant Marti,Private room,2,2.0,1.0,1.0,9.0,31,93,t,5,2013-04-24,4.76,f,1,1.23
213,3357515,2012-08-24,within an hour,1.0,0.98,t,9.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Entire home/apt,6,1.0,3.0,4.0,173.0,4,90,t,20,2012-12-04,4.81,t,1,1.89
215,3987152,2012-10-27,within an hour,1.0,0.99,t,13.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,5,1.0,3.0,4.0,153.0,2,1125,t,1,2013-02-17,4.9,f,1,2.33
216,2738055,2012-06-25,within an hour,1.0,0.96,f,1.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,2,1.0,1.0,1.0,139.0,6,1125,t,1,2012-08-09,4.75,f,1,2.79
217,4002679,2012-10-29,within an hour,1.0,1.0,t,2.0,t,t,Hostafrancs,Sants-Montjuic,Entire home/apt,2,1.0,1.0,1.0,120.0,3,7,t,0,2013-03-02,4.84,t,1,2.75
219,2843608,2012-07-05,within an hour,1.0,1.0,t,1.0,t,t,Sant Antoni,Eixample,Entire home/apt,6,1.0,2.0,3.0,170.0,3,30,t,2,2013-03-02,4.81,f,1,2.76
220,1432835,2011-11-22,within an hour,0.99,0.99,f,41.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,2.0,3.0,5.0,214.0,3,1124,t,2,2013-03-18,4.49,f,38,2.23
221,6057270,2013-04-23,within an hour,1.0,1.0,t,18.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,5,1.0,2.0,1.0,170.0,3,30,t,1,2012-07-28,4.87,f,10,4.05
222,4030082,2012-11-01,within an hour,1.0,1.0,t,6.0,t,t,el Parc i la Llacuna del Poblenou,Sant Marti,Entire home/apt,3,1.0,2.0,2.0,128.0,2,1125,t,1,2013-02-26,4.63,t,2,1.79
223,3399123,2012-08-28,within an hour,1.0,0.99,f,23.0,t,t,Sant Antoni,Eixample,Entire home/apt,3,1.0,1.0,1.0,102.0,1,30,t,1,2012-09-30,4.41,t,11,2.0
226,3403659,2012-08-28,within an hour,0.97,0.89,f,32.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,4,1.0,1.0,2.0,129.0,3,1125,t,5,2012-09-25,4.71,t,9,1.41
227,4048635,2012-11-03,within an hour,1.0,1.0,t,1.0,t,t,el Camp d'en Grassot i Gracia Nova,Gracia,Entire home/apt,6,2.0,4.0,4.0,196.0,2,60,t,0,2013-02-26,4.75,t,1,2.65
228,2937042,2012-07-14,within an hour,1.0,1.0,t,11.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,6,1.0,2.0,4.0,174.0,1,1125,t,6,2013-02-28,4.79,t,1,3.09
229,1391607,2011-11-10,within a few hours,0.98,0.99,f,205.0,t,t,el Fort Pienc,Eixample,Entire home/apt,4,1.0,1.0,2.0,160.0,3,32,t,2,2015-08-07,4.36,f,136,0.92
232,3493657,2012-09-06,within an hour,1.0,0.5,f,5.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,5,1.5,3.0,5.0,160.0,3,7,t,1,2016-07-09,5.0,f,1,0.06
233,2958781,2012-07-16,within an hour,1.0,0.98,t,2.0,t,t,la Barceloneta,Ciutat Vella,Entire home/apt,4,1.0,2.0,4.0,280.0,3,1125,t,7,2013-05-21,4.89,f,2,0.99
234,4063266,2012-11-05,within an hour,1.0,1.0,t,1.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,4,1.0,2.0,4.0,160.0,7,60,t,2,2012-12-16,4.76,t,1,2.97
236,1906952,2012-03-12,within an hour,1.0,0.98,t,2.0,t,t,la Sagrada Familia,Eixample,Private room,1,1.0,1.0,1.0,66.0,3,31,t,7,2012-08-06,4.78,f,2,2.44
237,3461421,2012-09-03,within an hour,1.0,0.83,t,1.0,t,t,el Poblenou,Sant Marti,Private room,1,1.0,1.0,1.0,39.0,32,35,t,3,2013-05-19,4.83,f,1,2.02
239,1310304,2011-10-19,within a day,0.95,0.52,f,144.0,t,t,el Poble Sec,Sants-Montjuic,Entire home/apt,5,1.0,3.0,3.0,57.0,32,330,t,0,2022-08-12,5.0,f,42,0.08
240,3050422,2012-07-25,within a few hours,1.0,0.71,f,2.0,t,t,el Raval,Ciutat Vella,Entire home/apt,6,1.5,3.0,6.0,166.0,2,30,t,2,2012-08-20,4.74,f,2,1.16
241,2439400,2012-05-22,within an hour,0.82,0.93,f,96.0,t,t,la Sagrada Familia,Eixample,Entire home/apt,6,1.0,2.0,3.0,120.0,1,1125,t,5,2015-04-07,4.26,f,45,0.98
242,893805,2011-07-30,within a few hours,0.99,0.95,t,23.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,6,1.0,3.0,3.0,200.0,2,30,t,7,2013-01-02,4.81,f,13,3.49
243,177617,2010-07-22,within an hour,1.0,1.0,f,13.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.0,2.0,2.0,143.0,2,365,t,3,2013-02-28,4.57,f,6,2.4
244,3479346,2012-09-05,within an hour,1.0,0.87,f,17.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,10,5.5,4.0,6.0,678.0,2,1124,t,10,2012-11-22,4.83,f,15,1.77
245,3081150,2012-07-28,within an hour,1.0,0.99,t,2.0,t,t,Hostafrancs,Sants-Montjuic,Private room,2,1.0,1.0,1.0,55.0,1,10,t,0,2015-05-31,4.85,t,2,2.62
246,3479346,2012-09-05,within an hour,1.0,0.87,f,17.0,t,t,Sant Gervasi - Galvany,Sarria-Sant Gervasi,Entire home/apt,5,1.0,2.0,3.0,157.0,3,1124,t,6,2012-10-08,4.67,f,15,2.6
248,3297466,2012-08-18,within an hour,0.9,1.0,f,4.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Private room,4,1.0,1.0,1.0,25.0,31,365,t,6,2019-10-23,4.71,f,4,0.15
249,2690440,2012-06-20,within a few hours,0.93,0.74,f,4.0,t,t,Sant Antoni,Eixample,Entire home/apt,5,2.0,3.0,6.0,154.0,2,90,t,12,2015-10-09,4.29,f,1,0.92
250,942210,2011-08-08,within a few hours,1.0,0.6,f,6.0,t,t,el Poblenou,Sant Marti,Entire home/apt,3,1.0,1.0,1.0,179.0,4,1125,t,12,2012-10-30,4.61,f,3,0.53
251,4092116,2012-11-08,within an hour,1.0,1.0,f,2.0,t,t,el Poblenou,Sant Marti,Entire home/apt,2,1.0,1.0,2.0,209.0,2,300,t,4,2013-01-03,4.68,t,2,1.52
252,3134685,2012-08-02,within a few hours,0.75,1.0,f,2.0,t,t,el Poblenou,Sant Marti,Entire home/apt,6,2.0,2.0,2.0,291.0,4,1125,t,14,2012-11-04,4.65,f,1,0.49
253,2123233,2012-04-12,within a day,0.6,0.37,f,8.0,t,t,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,1,1.0,1.0,2.0,80.0,115,180,t,5,2015-09-16,4.67,f,1,0.31
254,4093480,2012-11-08,within an hour,1.0,0.99,t,1.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,6,1.0,3.0,4.0,168.0,2,31,t,8,2012-11-25,4.82,f,1,2.21
256,114509,2010-04-27,within a few hours,1.0,0.0,f,9.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Private room,10,7.5,9.0,9.0,500.0,5,31,t,29,2018-05-07,4.0,f,1,0.02
257,3038266,2012-07-24,within an hour,1.0,0.89,t,24.0,t,t,el Barri Gotic,Ciutat Vella,Entire home/apt,2,1.0,1.0,2.0,88.0,186,1125,t,0,2013-01-07,4.72,f,3,2.01
258,3099749,2012-07-30,within an hour,1.0,1.0,f,4.0,t,t,el Fort Pienc,Eixample,Entire home/apt,6,2.0,3.0,4.0,346.0,4,1125,t,20,2014-10-04,4.87,f,1,0.57
259,2439400,2012-05-22,within an hour,0.82,0.93,f,96.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,16,3.0,7.0,15.0,336.0,1,1125,t,7,2013-07-09,4.05,f,45,0.53
260,3515147,2012-09-09,within an hour,1.0,1.0,t,1.0,t,t,Provencals del Poblenou,Sant Marti,Entire home/apt,4,1.0,1.0,2.0,130.0,3,1125,t,2,2015-04-22,4.74,t,1,2.6
262,2907783,2012-07-11,within an hour,1.0,0.94,t,1.0,t,t,el Clot,Sant Marti,Entire home/apt,4,1.0,2.0,3.0,150.0,3,30,t,1,2012-09-28,4.8,f,1,1.5
263,3019128,2012-07-22,within a few hours,1.0,0.73,t,1.0,t,t,la Font d'en Fargues,Horta-Guinardo,Entire home/apt,2,1.0,1.0,2.0,42.0,31,450,t,5,2012-10-15,4.87,f,1,0.42
264,4101093,2012-11-09,within a few hours,1.0,1.0,t,9.0,t,t,Sant Antoni,Eixample,Entire home/apt,5,1.0,2.0,3.0,176.0,5,180,t,1,2012-12-13,4.83,f,9,3.22
265,3885805,2012-10-16,within an hour,1.0,1.0,f,10.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,3,1.0,1.0,1.0,129.0,3,90,t,0,2013-05-20,4.41,f,6,2.07
266,1257705,2011-10-06,within an hour,1.0,1.0,f,12.0,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,10,3.0,4.0,9.0,234.0,2,90,t,5,2013-07-27,4.14,t,5,0.41
267,3885805,2012-10-16,within an hour,1.0,1.0,f,10.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,3,1.0,2.0,1.0,99.0,3,90,t,4,2012-12-11,4.27,f,6,2.03
269,3194412,2012-08-08,within an hour,0.97,0.98,f,45.0,t,t,Sant Antoni,Eixample,Entire home/apt,4,1.0,2.0,4.0,136.0,1,365,t,1,2012-09-11,4.52,t,3,1.59
270,4171310,2012-11-17,within a few hours,1.0,1.0,t,6.0,t,t,el Poblenou,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,100.0,32,1125,t,22,2013-05-27,4.54,f,1,0.3
271,3211290,2012-08-09,within a few hours,1.0,0.5,f,3.0,t,t,la Maternitat i Sant Ramon,Les Corts,Entire home/apt,5,2.0,3.0,3.0,100.0,25,500,t,21,2019-08-15,5.0,f,1,0.08
273,3454952,2012-09-03,within an hour,1.0,1.0,t,4.0,t,t,la Vila de Gracia,Gracia,Entire home/apt,3,1.0,2.0,3.0,163.0,3,364,t,1,2012-12-20,4.77,f,3,2.97
274,3041333,2012-07-24,a few days or more,0.4,0.51,f,2.0,t,t,el Poblenou,Sant Marti,Entire home/apt,4,1.0,2.0,2.0,179.0,4,28,t,8,2012-10-08,4.66,f,1,1.33
275,3590196,2012-09-17,within an hour,1.0,0.97,t,20.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,2,1.0,1.0,1.0,192.0,3,30,t,1,2015-06-23,4.98,f,12,0.59
276,3590196,2012-09-17,within an hour,1.0,0.97,t,20.0,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,4,2.0,2.0,3.0,329.0,3,30,t,0,2015-05-03,4.85,f,12,0.74
277,4197413,2012-11-20,within a few hours,1.0,0.76,f,2.0,t,t,el Poblenou,Sant Marti,Entire home/apt,4,2.0,2.0,2.0,137.0,3,60,t,1,2012-12-11,4.6,f,1,1.39
279,4206410,2012-11-21,within a day,0.8,0.71,t,2.0,t,t,Sant Antoni,Eixample,Entire home/apt,2,1.0,1.0,1.0,49.0,31,330,t,8,2013-03-16,4.5,f,1,0.34
281,4212095,2012-11-21,within an hour,0.98,0.98,f,32.0,t,t,les Corts,Les Corts,Entire home/apt,4,1.0,3.0,3.0,138.0,1,1125,t,6,2014-02-17,4.51,f,29,0.55
282,4653599,2013-01-10,within a day,1.0,0.88,f,10.0,t,t,la Dreta de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,3.0,210.0,3,32,t,2,2013-04-25,4.8,f,7,0.64
